frame_number,timestamp,track_id,class,x1,y1,x2,y2,confidence
620,2025-05-31 21:21:37.364397,3,person,236.75699,133.92943,275.16864,188.9246,0.5690406560897827
621,2025-05-31 21:21:37.574360,1,person,451.8786,150.68378,517.9672,219.45259,0.7177749872207642
621,2025-05-31 21:21:37.574646,2,person,235.22906,132.49664,280.2367,238.28036,0.6344665884971619
621,2025-05-31 21:21:37.574870,3,person,273.6041,163.03577,306.97507,236.63655,0.607530951499939
621,2025-05-31 21:21:37.575078,4,person,530.59406,155.74402,562.75934,218.84334,0.5167387127876282
622,2025-05-31 21:21:37.752273,1,person,453.53412,153.33817,519.69476,219.63142,0.7180898785591125
622,2025-05-31 21:21:37.752365,2,person,233.8454,132.94077,271.52097,260.23914,0.6192559003829956
622,2025-05-31 21:21:37.752432,3,person,162.78677,134.53738,187.07658,184.81471,0.5677958726882935
623,2025-05-31 21:21:37.951669,1,person,451.9544,150.5315,518.19946,219.1067,0.6834854483604431
623,2025-05-31 21:21:37.951759,2,person,160.21945,138.70596,183.414,191.32028,0.6334394812583923
623,2025-05-31 21:21:37.951840,3,person,272.33798,163.50652,307.08896,236.75706,0.5236355066299438
623,2025-05-31 21:21:37.951898,4,person,231.59137,132.7491,267.3695,219.47548,0.5000754594802856
624,2025-05-31 21:21:38.250941,1,person,451.48523,147.10992,518.9464,220.07936,0.6835275888442993
624,2025-05-31 21:21:38.251031,2,person,66.09778,131.9203,93.81902,175.44817,0.6637529730796814
624,2025-05-31 21:21:38.251100,3,person,537.4745,157.4292,570.3918,218.84908,0.6426343321800232
624,2025-05-31 21:21:38.251165,4,person,156.9555,137.76678,183.93419,213.88167,0.5707072019577026
624,2025-05-31 21:21:38.251228,5,person,88.59219,158.1253,112.63028,185.76372,0.5665621757507324
625,2025-05-31 21:21:38.455552,1,person,64.339325,130.55511,92.90682,187.45665,0.7365241646766663
625,2025-05-31 21:21:38.455675,2,person,454.63763,155.48117,519.94977,218.82439,0.6961670517921448
625,2025-05-31 21:21:38.455790,3,person,540.51306,155.11826,574.0347,218.09816,0.6282731890678406
625,2025-05-31 21:21:38.455880,4,person,232.30466,132.19315,269.80127,260.82593,0.5789802074432373
625,2025-05-31 21:21:38.455963,5,person,272.6076,162.60944,307.2191,236.1516,0.552979052066803
625,2025-05-31 21:21:38.456042,6,person,156.49841,136.13506,182.74849,214.20372,0.5088631510734558
